date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations_per_million,share_doses_used,fips,deaths,new_cases,total_cases,population
2020-05-03,Utah,,,,,,,,,,,,49,50,194,5175,3206300
2020-05-03,Vermont,,,,,,,,,,,,50,52,11,897,623900
2020-05-03,Virgin Islands,,,,,,,,,,,,78,4,0,66,104600
2020-05-03,Virginia,,,,,,,,,,,,51,660,940,18671,8535700
2020-05-03,Washington,,,,,,,,,,,,53,840,560,15943,7614800
2020-05-03,West Virginia,,,,,,,,,,,,54,50,11,1196,1792200
2020-05-03,Wisconsin,,,,,,,,,,,,55,339,304,8089,5822500
2020-05-03,Wyoming,,,,,,,,,,,,56,7,7,586,578700
2020-05-04,Alabama,,,,,,,,,,,,1,298,224,8112,4903600
2020-05-04,Alaska,,,,,,,,,,,,2,7,2,368,731400
2020-05-04,Arizona,,,,,,,,,,,,4,362,279,8919,7277900
2020-05-04,Arkansas,,,,,,,,,,,,5,80,38,3469,3017400
2020-05-04,California,,,,,,,,,,,,6,2297,1261,56333,39513700
2020-05-04,Colorado,,,,,,,,,,,,8,849,272,16799,5758500
2020-05-04,Connecticut,,,,,,,,,,,,9,2556,686,29973,3565400
2020-05-04,Delaware,,,,,,,,,,,,10,182,80,5288,973800
2020-05-04,District of Columbia,,,,,,,,,,,,11,258,154,5170,705700
2020-05-04,Florida,,,,,,,,,,,,12,1398,819,36889,21479100
2020-05-04,Georgia,,,,,,,,,,,,13,1228,732,28910,10617100
2020-05-04,Guam,,,,,,,,,,,,66,6,0,1118,165700
2020-05-04,Hawaii,,,,,,,,,,,,15,17,1,612,1415900
2020-05-04,Idaho,,,,,,,,,,,,16,64,47,2134,1787100
2020-05-04,Illinois,,,,,,,,,,,,17,2673,2341,63840,12672400
2020-05-04,Indiana,,,,,,,,,,,,18,1264,588,20855,6732700
2020-05-04,Iowa,,,,,,,,,,,,19,188,534,9703,3155100
2020-05-04,Kansas,,,,,,,,,,,,20,154,208,5385,2913000
2020-05-04,Kentucky,,,,,,,,,,,,21,267,147,5370,4467400
2020-05-04,Louisiana,,,,,,,,,,,,22,2064,363,29746,4649200
2020-05-04,Maine,,,,,,,,,,,,23,57,20,1205,1344100
2020-05-04,Maryland,,,,,,,,,,,,24,1317,948,26509,6045800
2020-05-04,Massachusetts,,,,,,,,,,,,25,4090,1000,69087,6892900
2020-05-04,Michigan,,,,,,,,,,,,26,4135,193,43996,9985800
2020-05-04,Minnesota,,,,,,,,,,,,27,428,571,7234,5639900
2020-05-04,Mississippi,,,,,,,,,,,,28,310,327,7877,2975900
2020-05-04,Missouri,,,,,,,,,,,,29,387,322,8776,6137400
2020-05-04,Montana,,,,,,,,,,,,30,16,2,456,1068800
2020-05-04,Nebraska,,,,,,,,,,,,31,78,437,6123,1934500
2020-05-04,Nevada,,,,,,,,,,,,32,266,154,5627,3080400
2020-05-04,New Hampshire,,,,,,,,,,,,33,86,70,2588,1359700
2020-05-04,New Jersey,,,,,,,,,,,,34,7910,1525,128269,8881900
2020-05-04,New Mexico,,,,,,,,,,,,35,156,180,4030,2096600
2020-05-04,New York,,,,,,,,,,,,36,24788,2524,324357,19455200
2020-05-04,North Carolina,,,,,,,,,,,,37,454,203,11871,10487000
2020-05-04,North Dakota,,,,,,,,,,,,38,25,34,1225,762100
2020-05-04,Northern Mariana Islands,,,,,,,,,,,,69,2,0,14,56800
2020-05-04,Ohio,,,,,,,,,,,,39,1056,560,20474,11690100
2020-05-04,Oklahoma,,,,,,,,,,,,40,238,72,4044,3956500
2020-05-04,Oregon,,,,,,,,,,,,41,109,79,2759,4217500
2020-05-04,Pennsylvania,,,,,,,,,,,,42,2880,913,52992,12801800
2020-05-04,Puerto Rico,,,,,,,,,,,,72,97,69,2251,3193400
2020-05-04,Rhode Island,,,,,,,,,,,,44,341,175,9652,1059300
2020-05-04,South Carolina,,,,,,,,,,,,45,283,131,6757,5148600
2020-05-04,South Dakota,,,,,,,,,,,,46,21,37,2667,884600
2020-05-04,Tennessee,,,,,,,,,,,,47,216,412,13283,6830000
2020-05-04,Texas,,,,,,,,,,,,48,914,835,33134,28997300
2020-05-04,Utah,,,,,,,,,,,,49,50,151,5326,3206300
2020-05-04,Vermont,,,,,,,,,,,,50,52,5,902,623900
2020-05-04,Virgin Islands,,,,,,,,,,,,78,4,0,66,104600
2020-05-04,Virginia,,,,,,,,,,,,51,684,821,19492,8535700
2020-05-04,Washington,,,,,,,,,,,,53,846,104,16047,7614800
2020-05-04,West Virginia,,,,,,,,,,,,54,50,29,1225,1792200
2020-05-04,Wisconsin,,,,,,,,,,,,55,340,273,8362,5822500
2020-05-04,Wyoming,,,,,,,,,,,,56,7,10,596,578700
2020-05-05,Alabama,,,,,,,,,,,,1,315,325,8437,4903600
2020-05-05,Alaska,,,,,,,,,,,,2,7,1,369,731400
2020-05-05,Arizona,,,,,,,,,,,,4,395,386,9305,7277900
2020-05-05,Arkansas,,,,,,,,,,,,5,83,56,3525,3017400
2020-05-05,California,,,,,,,,,,,,6,2386,2515,58848,39513700
2020-05-05,Colorado,,,,,,,,,,,,8,901,457,17256,5758500
2020-05-05,Connecticut,,,,,,,,,,,,9,2633,648,30621,3565400
2020-05-05,Delaware,,,,,,,,,,,,10,187,83,5371,973800
2020-05-05,District of Columbia,,,,,,,,,,,,11,264,152,5322,705700
2020-05-05,Florida,,,,,,,,,,,,12,1470,542,37431,21479100
2020-05-05,Georgia,,,,,,,,,,,,13,1277,526,29436,10617100
2020-05-05,Guam,,,,,,,,,,,,66,6,0,1118,165700
2020-05-05,Hawaii,,,,,,,,,,,,15,17,3,615,1415900
2020-05-05,Idaho,,,,,,,,,,,,16,66,21,2155,1787100
2020-05-05,Illinois,,,,,,,,,,,,17,2843,2049,65889,12672400
2020-05-05,Indiana,,,,,,,,,,,,18,1326,568,21423,6732700
2020-05-05,Iowa,,,,,,,,,,,,19,207,408,10111,3155100
2020-05-05,Kansas,,,,,,,,,,,,20,160,242,5627,2913000
2020-05-05,Kentucky,,,,,,,,,,,,21,278,452,5822,4467400
2020-05-05,Louisiana,,,,,,,,,,,,22,2115,323,30069,4649200
2020-05-05,Maine,,,,,,,,,,,,23,61,21,1226,1344100
2020-05-05,Maryland,,,,,,,,,,,,24,1390,708,27217,6045800
2020-05-05,Massachusetts,,,,,,,,,,,,25,4212,1184,70271,6892900
2020-05-05,Michigan,,,,,,,,,,,,26,4179,395,44391,9985800
2020-05-05,Minnesota,,,,,,,,,,,,27,455,617,7851,5639900
2020-05-05,Mississippi,,,,,,,,,,,,28,342,330,8207,2975900
2020-05-05,Missouri,,,,,,,,,,,,29,408,143,8919,6137400
2020-05-05,Montana,,,,,,,,,,,,30,16,0,456,1068800
2020-05-05,Nebraska,,,,,,,,,,,,31,81,319,6442,1934500
2020-05-05,Nevada,,,,,,,,,,,,32,276,38,5665,3080400
2020-05-05,New Hampshire,,,,,,,,,,,,33,92,48,2636,1359700
2020-05-05,New Jersey,,,,,,,,,,,,34,8244,2324,130593,8881900
2020-05-05,New Mexico,,,,,,,,,,,,35,162,107,4137,2096600
2020-05-05,New York,,,,,,,,,,,,36,25028,2302,326659,19455200
2020-05-05,North Carolina,,,,,,,,,,,,37,477,412,12283,10487000
2020-05-05,North Dakota,,,,,,,,,,,,38,25,41,1266,762100
2020-05-05,Northern Mariana Islands,,,,,,,,,,,,69,2,0,14,56800
2020-05-05,Ohio,,,,,,,,,,,,39,1135,495,20969,11690100
2020-05-05,Oklahoma,,,,,,,,,,,,40,247,83,4127,3956500
2020-05-05,Oregon,,,,,,,,,,,,41,113,80,2839,4217500
2020-05-05,Pennsylvania,,,,,,,,,,,,42,3206,975,53967,12801800
2020-05-05,Puerto Rico,,,,,,,,,,,,72,99,49,2300,3193400
2020-05-05,Rhode Island,,,,,,,,,,,,44,355,281,9933,1059300
2020-05-05,South Carolina,,,,,,,,,,,,45,296,84,6841,5148600
2020-05-05,South Dakota,,,,,,,,,,,,46,24,53,2720,884600
2020-05-05,Tennessee,,,,,,,,,,,,47,225,272,13555,6830000
2020-05-05,Texas,,,,,,,,,,,,48,955,1152,34286,28997300
2020-05-05,Utah,,,,,,,,,,,,49,56,123,5449,3206300
2020-05-05,Vermont,,,,,,,,,,,,50,52,5,907,623900
2020-05-05,Virgin Islands,,,,,,,,,,,,78,4,0,66,104600
2020-05-05,Virginia,,,,,,,,,,,,51,713,764,20256,8535700
2020-05-05,Washington,,,,,,,,,,,,53,863,187,16234,7614800
2020-05-05,West Virginia,,,,,,,,,,,,54,50,18,1243,1792200
2020-05-05,Wisconsin,,,,,,,,,,,,55,353,334,8696,5822500
2020-05-05,Wyoming,,,,,,,,,,,,56,7,8,604,578700
2020-05-06,Alabama,,,,,,,,,,,,1,343,254,8691,4903600
2020-05-06,Alaska,,,,,,,,,,,,2,8,1,370,731400
2020-05-06,Arizona,,,,,,,,,,,,4,426,402,9707,7277900
2020-05-06,Arkansas,,,,,,,,,,,,5,87,86,3611,3017400
2020-05-06,California,,,,,,,,,,,,6,2478,1939,60787,39513700
2020-05-06,Colorado,,,,,,,,,,,,8,919,464,17720,5758500
2020-05-06,Connecticut,,,,,,,,,,,,9,2718,374,30995,3565400
2020-05-06,Delaware,,,,,,,,,,,,10,193,407,5778,973800
2020-05-06,District of Columbia,,,,,,,,,,,,11,277,139,5461,705700
2020-05-06,Florida,,,,,,,,,,,,12,1538,563,37994,21479100
2020-05-06,Georgia,,,,,,,,,,,,13,1309,848,30284,10617100
2020-05-06,Guam,,,,,,,,,,,,66,6,0,1118,165700
2020-05-06,Hawaii,,,,,,,,,,,,15,17,1,616,1415900
2020-05-06,Idaho,,,,,,,,,,,,16,67,31,2186,1787100
2020-05-06,Illinois,,,,,,,,,,,,17,2977,2275,68164,12672400
2020-05-06,Indiana,,,,,,,,,,,,18,1377,863,22286,6732700
2020-05-06,Iowa,,,,,,,,,,,,19,219,293,10404,3155100
2020-05-06,Kansas,,,,,,,,,,,,20,163,266,5893,2913000
2020-05-06,Kentucky,,,,,,,,,,,,21,286,124,5946,4467400
2020-05-06,Louisiana,,,,,,,,,,,,22,2167,403,30472,4649200
2020-05-06,Maine,,,,,,,,,,,,23,62,28,1254,1344100
2020-05-06,Maryland,,,,,,,,,,,,24,1443,1046,28263,6045800
2020-05-06,Massachusetts,,,,,,,,,,,,25,4420,1754,72025,6892900
2020-05-06,Michigan,,,,,,,,,,,,26,4250,688,45079,9985800
2020-05-06,Minnesota,,,,,,,,,,,,27,485,728,8579,5639900
2020-05-06,Mississippi,,,,,,,,,,,,28,374,217,8424,2975900
2020-05-06,Missouri,,,,,,,,,,,,29,429,245,9164,6137400
2020-05-06,Montana,,,,,,,,,,,,30,16,0,456,1068800
2020-05-06,Nebraska,,,,,,,,,,,,31,85,329,6771,1934500
2020-05-06,Nevada,,,,,,,,,,,,32,286,79,5744,3080400
2020-05-06,New Hampshire,,,,,,,,,,,,33,111,105,2741,1359700
2020-05-06,New Jersey,,,,,,,,,,,,34,8549,1297,131890,8881900
2020-05-06,New Mexico,,,,,,,,,,,,35,169,153,4290,2096600
2020-05-06,New York,,,,,,,,,,,,36,25956,2746,329405,19455200
2020-05-06,North Carolina,,,,,,,,,,,,37,497,500,12783,10487000
2020-05-06,North Dakota,,,,,,,,,,,,38,31,57,1323,762100
2020-05-06,Northern Mariana Islands,,,,,,,,,,,,69,2,1,15,56800
2020-05-06,Ohio,,,,,,,,,,,,39,1225,607,21576,11690100
2020-05-06,Oklahoma,,,,,,,,,,,,40,253,74,4201,3956500
2020-05-06,Oregon,,,,,,,,,,,,41,115,77,2916,4217500
2020-05-06,Pennsylvania,,,,,,,,,,,,42,3360,1022,54989,12801800
2020-05-06,Puerto Rico,,,,,,,,,,,,72,99,44,2344,3193400
2020-05-06,Rhode Island,,,,,,,,,,,,44,370,272,10205,1059300
2020-05-06,South Carolina,,,,,,,,,,,,45,305,95,6936,5148600
2020-05-06,South Dakota,,,,,,,,,,,,46,29,59,2779,884600
2020-05-06,Tennessee,,,,,,,,,,,,47,237,182,13737,6830000
2020-05-06,Texas,,,,,,,,,,,,48,985,1155,35441,28997300
2020-05-06,Utah,,,,,,,,,,,,49,59,156,5605,3206300
2020-05-06,Vermont,,,,,,,,,,,,50,52,1,908,623900
2020-05-06,Virgin Islands,,,,,,,,,,,,78,4,0,66,104600
2020-05-06,Virginia,,,,,,,,,,,,51,713,0,20256,8535700
2020-05-06,Washington,,,,,,,,,,,,53,881,639,16873,7614800
2020-05-06,West Virginia,,,,,,,,,,,,54,51,34,1277,1792200
2020-05-06,Wisconsin,,,,,,,,,,,,55,362,356,9052,5822500
2020-05-06,Wyoming,,,,,,,,,,,,56,7,27,631,578700
2020-05-07,Alabama,,,,,,,,,,,,1,369,355,9046,4903600
2020-05-07,Alaska,,,,,,,,,,,,2,8,3,373,731400
2020-05-07,Arizona,,,,,,,,,,,,4,450,238,9945,7277900
2020-05-07,Arkansas,,,,,,,,,,,,5,88,83,3694,3017400
2020-05-07,California,,,,,,,,,,,,6,2561,1694,62481,39513700
2020-05-07,Colorado,,,,,,,,,,,,8,942,544,18264,5758500
2020-05-07,Connecticut,,,,,,,,,,,,9,2797,789,31784,3565400
2020-05-07,Delaware,,,,,,,,,,,,10,202,161,5939,973800
2020-05-07,District of Columbia,,,,,,,,,,,,11,285,193,5654,705700
2020-05-07,Florida,,,,,,,,,,,,12,1599,826,38820,21479100
2020-05-07,Georgia,,,,,,,,,,,,13,1332,800,31084,10617100
2020-05-07,Guam,,,,,,,,,,,,66,6,0,1118,165700
2020-05-07,Hawaii,,,,,,,,,,,,15,17,3,619,1415900
2020-05-07,Idaho,,,,,,,,,,,,16,67,20,2206,1787100
2020-05-07,Illinois,,,,,,,,,,,,17,3139,2638,70802,12672400
2020-05-07,Indiana,,,,,,,,,,,,18,1414,656,22942,6732700
2020-05-07,Iowa,,,,,,,,,,,,19,231,655,11059,3155100
2020-05-07,Kansas,,,,,,,,,,,,20,164,347,6240,2913000
2020-05-07,Kentucky,,,,,,,,,,,,21,302,227,6173,4467400
2020-05-07,Louisiana,,,,,,,,,,,,22,2208,253,30725,4649200
2020-05-07,Maine,,,,,,,,,,,,23,62,76,1330,1344100
2020-05-07,Maryland,,,,,,,,,,,,24,1503,1213,29476,6045800
2020-05-07,Massachusetts,,,,,,,,,,,,25,4552,1696,73721,6892900
2020-05-07,Michigan,,,,,,,,,,,,26,4343,564,45643,9985800
2020-05-07,Minnesota,,,,,,,,,,,,27,508,785,9364,5639900
2020-05-07,Mississippi,,,,,,,,,,,,28,396,262,8686,2975900
2020-05-07,Missouri,,,,,,,,,,,,29,449,245,9409,6137400
2020-05-07,Montana,,,,,,,,,,,,30,16,0,456,1068800
2020-05-07,Nebraska,,,,,,,,,,,,31,91,419,7190,1934500
2020-05-07,Nevada,,,,,,,,,,,,32,293,114,5858,3080400
2020-05-07,New Hampshire,,,,,,,,,,,,33,114,102,2843,1359700
2020-05-07,New Jersey,,,,,,,,,,,,34,8801,1745,133635,8881900
2020-05-07,New Mexico,,,,,,,,,,,,35,172,202,4492,2096600
2020-05-07,New York,,,,,,,,,,,,36,26206,3526,332931,19455200
2020-05-07,North Carolina,,,,,,,,,,,,37,521,648,13431,10487000
2020-05-07,North Dakota,,,,,,,,,,,,38,31,48,1371,762100
2020-05-07,Northern Mariana Islands,,,,,,,,,,,,69,2,0,15,56800
2020-05-07,Ohio,,,,,,,,,,,,39,1271,555,22131,11690100
2020-05-07,Oklahoma,,,,,,,,,,,,40,260,129,4330,3956500
2020-05-07,Oregon,,,,,,,,,,,,41,121,73,2989,4217500
2020-05-07,Pennsylvania,,,,,,,,,,,,42,3599,1160,56149,12801800
2020-05-07,Puerto Rico,,,,,,,,,,,,72,102,63,2407,3193400
2020-05-07,Rhode Island,,,,,,,,,,,,44,388,325,10530,1059300
2020-05-07,South Carolina,,,,,,,,,,,,45,316,206,7142,5148600
2020-05-07,South Dakota,,,,,,,,,,,,46,31,126,2905,884600
2020-05-07,Tennessee,,,,,,,,,,,,47,238,371,14108,6830000
2020-05-07,Texas,,,,,,,,,,,,48,1016,1241,36682,28997300
2020-05-07,Utah,,,,,,,,,,,,49,61,119,5724,3206300
2020-05-07,Vermont,,,,,,,,,,,,50,53,8,916,623900
2020-05-07,Virgin Islands,,,,,,,,,,,,78,4,2,68,104600
2020-05-07,Virginia,,,,,,,,,,,,51,769,1314,21570,8535700
2020-05-07,Washington,,,,,,,,,,,,53,903,314,17187,7614800
2020-05-07,West Virginia,,,,,,,,,,,,54,51,21,1298,1792200
2020-05-07,Wisconsin,,,,,,,,,,,,55,374,317,9369,5822500
2020-05-07,Wyoming,,,,,,,,,,,,56,7,4,635,578700
2020-05-08,Alabama,,,,,,,,,,,,1,383,339,9385,4903600
2020-05-08,Alaska,,,,,,,,,,,,2,8,3,376,731400
2020-05-08,Arizona,,,,,,,,,,,,4,517,581,10526,7277900
2020-05-08,Arkansas,,,,,,,,,,,,5,88,53,3747,3017400
2020-05-08,California,,,,,,,,,,,,6,2650,2135,64616,39513700
2020-05-08,Colorado,,,,,,,,,,,,8,958,455,18719,5758500
2020-05-08,Connecticut,,,,,,,,,,,,9,2874,627,32411,3565400
2020-05-08,Delaware,,,,,,,,,,,,10,213,144,6083,973800
2020-05-08,District of Columbia,,,,,,,,,,,,11,304,245,5899,705700
2020-05-08,Florida,,,,,,,,,,,,12,1668,371,39191,21479100
2020-05-08,Georgia,,,,,,,,,,,,13,1378,565,31649,10617100
2020-05-08,Guam,,,,,,,,,,,,66,6,2,1120,165700
2020-05-08,Hawaii,,,,,,,,,,,,15,17,0,619,1415900
2020-05-08,Idaho,,,,,,,,,,,,16,67,27,2233,1787100
2020-05-08,Illinois,,,,,,,,,,,,17,3262,2886,73688,12672400
2020-05-08,Indiana,,,,,,,,,,,,18,1447,678,23620,6732700
2020-05-08,Iowa,,,,,,,,,,,,19,243,398,11457,3155100
2020-05-08,Kansas,,,,,,,,,,,,20,167,511,6751,2913000
2020-05-08,Kentucky,,,,,,,,,,,,21,304,125,6298,4467400
2020-05-08,Louisiana,,,,,,,,,,,,22,2227,203,30928,4649200
2020-05-08,Maine,,,,,,,,,,,,23,63,44,1374,1344100
2020-05-08,Maryland,,,,,,,,,,,,24,1560,1116,30592,6045800
2020-05-08,Massachusetts,,,,,,,,,,,,25,4702,1612,75333,6892900
2020-05-08,Michigan,,,,,,,,,,,,26,4393,676,46319,9985800
2020-05-08,Minnesota,,,,,,,,,,,,27,534,723,10087,5639900
2020-05-08,Mississippi,,,,,,,,,,,,28,409,404,9090,2975900
2020-05-08,Missouri,,,,,,,,,,,,29,481,164,9573,6137400
2020-05-08,Montana,,,,,,,,,,,,30,16,2,458,1068800
2020-05-08,Nebraska,,,,,,,,,,,,31,92,640,7830,1934500
2020-05-08,Nevada,,,,,,,,,,,,32,301,84,5942,3080400
2020-05-08,New Hampshire,,,,,,,,,,,,33,121,104,2947,1359700
2020-05-08,New Jersey,,,,,,,,,,,,34,8952,1819,135454,8881900
2020-05-08,New Mexico,,,,,,,,,,,,35,181,181,4673,2096600
2020-05-08,New York,,,,,,,,,,,,36,26358,2873,335804,19455200
2020-05-08,North Carolina,,,,,,,,,,,,37,537,448,13879,10487000
2020-05-08,North Dakota,,,,,,,,,,,,38,33,54,1425,762100
2020-05-08,Northern Mariana Islands,,,,,,,,,,,,69,2,0,15,56800
2020-05-08,Ohio,,,,,,,,,,,,39,1306,887,23018,11690100
2020-05-08,Oklahoma,,,,,,,,,,,,40,266,94,4424,3956500
2020-05-08,Oregon,,,,,,,,,,,,41,124,79,3068,4217500
2020-05-08,Pennsylvania,,,,,,,,,,,,42,3724,1352,57501,12801800
2020-05-08,Puerto Rico,,,,,,,,,,,,72,107,125,2532,3193400
2020-05-08,Rhode Island,,,,,,,,,,,,44,399,249,10779,1059300
2020-05-08,South Carolina,,,,,,,,,,,,45,320,225,7367,5148600
2020-05-08,South Dakota,,,,,,,,,,,,46,31,239,3144,884600
2020-05-08,Tennessee,,,,,,,,,,,,47,240,168,14276,6830000
2020-05-08,Texas,,,,,,,,,,,,48,1059,1261,37943,28997300
2020-05-08,Utah,,,,,,,,,,,,49,61,195,5919,3206300
2020-05-08,Vermont,,,,,,,,,,,,50,53,3,919,623900
2020-05-08,Virgin Islands,,,,,,,,,,,,78,4,1,69,104600
2020-05-08,Virginia,,,,,,,,,,,,51,812,772,22342,8535700
2020-05-08,Washington,,,,,,,,,,,,53,915,290,17477,7614800
2020-05-08,West Virginia,,,,,,,,,,,,54,52,26,1324,1792200
2020-05-08,Wisconsin,,,,,,,,,,,,55,384,381,9750,5822500
2020-05-08,Wyoming,,,,,,,,,,,,56,7,9,644,578700
2020-05-09,Alabama,,,,,,,,,,,,1,390,283,9668,4903600
2020-05-09,Alaska,,,,,,,,,,,,2,8,1,377,731400
2020-05-09,Arizona,,,,,,,,,,,,4,532,434,10960,7277900
2020-05-09,Arkansas,,,,,,,,,,,,5,88,0,3747,3017400
2020-05-09,California,,,,,,,,,,,,6,2732,2208,66824,39513700
2020-05-09,Colorado,,,,,,,,,,,,8,965,548,19267,5758500
2020-05-09,Connecticut,,,,,,,,,,,,9,2932,573,32984,3565400
2020-05-09,Delaware,,,,,,,,,,,,10,221,194,6277,973800
2020-05-09,District of Columbia,,,,,,,,,,,,11,311,203,6102,705700
2020-05-09,Florida,,,,,,,,,,,,12,1714,802,39993,21479100
2020-05-09,Georgia,,,,,,,,,,,,13,1380,392,32041,10617100
2020-05-09,Guam,,,,,,,,,,,,66,6,0,1120,165700
2020-05-09,Hawaii,,,,,,,,,,,,15,17,1,620,1415900
2020-05-09,Idaho,,,,,,,,,,,,16,67,25,2258,1787100
2020-05-09,Illinois,,,,,,,,,,,,17,3362,2320,76008,12672400
2020-05-09,Indiana,,,,,,,,,,,,18,1490,619,24239,6732700
2020-05-09,Iowa,,,,,,,,,,,,19,252,214,11671,3155100
2020-05-09,Kansas,,,,,,,,,,,,20,172,172,6923,2913000
2020-05-09,Kentucky,,,,,,,,,,,,21,312,171,6469,4467400
2020-05-09,Louisiana,,,,,,,,,,,,22,2267,562,31490,4649200
2020-05-09,Maine,,,,,,,,,,,,23,64,34,1408,1344100
2020-05-09,Maryland,,,,,,,,,,,,24,1614,1046,31638,6045800
2020-05-09,Massachusetts,,,,,,,,,,,,25,4840,1410,76743,6892900
2020-05-09,Michigan,,,,,,,,,,,,26,4526,416,46735,9985800
2020-05-09,Minnesota,,,,,,,,,,,,27,558,702,10789,5639900
2020-05-09,Mississippi,,,,,,,,,,,,28,421,288,9378,2975900
2020-05-09,Missouri,,,,,,,,,,,,29,492,164,9737,6137400
2020-05-09,Montana,,,,,,,,,,,,30,16,0,458,1068800
2020-05-09,Nebraska,,,,,,,,,,,,31,95,403,8233,1934500
2020-05-09,Nevada,,,,,,,,,,,,32,306,104,6046,3080400
2020-05-09,New Hampshire,,,,,,,,,,,,33,131,64,3011,1359700
2020-05-09,New Jersey,,,,,,,,,,,,34,9116,1631,137085,8881900
2020-05-09,New Mexico,,,,,,,,,,,,35,191,105,4778,2096600
2020-05-09,New York,,,,,,,,,,,,36,26584,2715,338519,19455200
2020-05-09,North Carolina,,,,,,,,,,,,37,554,508,14387,10487000
2020-05-09,North Dakota,,,,,,,,,,,,38,35,39,1464,762100
2020-05-09,Northern Mariana Islands,,,,,,,,,,,,69,2,1,16,56800
2020-05-09,Ohio,,,,,,,,,,,,39,1331,679,23697,11690100
2020-05-09,Oklahoma,,,,,,,,,,,,40,270,66,4490,3956500
2020-05-09,Oregon,,,,,,,,,,,,41,127,92,3160,4217500
2020-05-09,Pennsylvania,,,,,,,,,,,,42,3793,1160,58661,12801800
2020-05-09,Puerto Rico,,,,,,,,,,,,72,108,17,2549,3193400
2020-05-09,Rhode Island,,,,,,,,,,,,44,418,210,10989,1059300
2020-05-09,South Carolina,,,,,,,,,,,,45,330,164,7531,5148600
2020-05-09,South Dakota,,,,,,,,,,,,46,34,249,3393,884600
2020-05-09,Tennessee,,,,,,,,,,,,47,241,399,14675,6830000
2020-05-09,Texas,,,,,,,,,,,,48,1086,906,38849,28997300
2020-05-09,Utah,,,,,,,,,,,,49,66,184,6103,3206300
2020-05-09,Vermont,,,,,,,,,,,,50,53,2,921,623900
2020-05-09,Virgin Islands,,,,,,,,,,,,78,4,0,69,104600
2020-05-09,Virginia,,,,,,,,,,,,51,827,854,23196,8535700
2020-05-09,Washington,,,,,,,,,,,,53,925,152,17629,7614800
2020-05-09,West Virginia,,,,,,,,,,,,54,53,24,1348,1792200
2020-05-09,Wisconsin,,,,,,,,,,,,55,398,349,10099,5822500
2020-05-09,Wyoming,,,,,,,,,,,,56,7,9,653,578700
2020-05-10,Alabama,,,,,,,,,,,,1,393,221,9889,4903600
2020-05-10,Alaska,,,,,,,,,,,,2,8,1,378,731400
2020-05-10,Arizona,,,,,,,,,,,,4,536,159,11119,7277900
2020-05-10,Arkansas,,,,,,,,,,,,5,91,265,4012,3017400
2020-05-10,California,,,,,,,,,,,,6,2769,1227,68051,39513700
2020-05-10,Colorado,,,,,,,,,,,,8,969,328,19595,5758500
2020-05-10,Connecticut,,,,,,,,,,,,9,2967,570,33554,3565400
2020-05-10,Delaware,,,,,,,,,,,,10,224,170,6447,973800
2020-05-10,District of Columbia,,,,,,,,,,,,11,323,170,6272,705700
2020-05-10,Florida,,,,,,,,,,,,12,1720,595,40588,21479100
2020-05-10,Georgia,,,,,,,,,,,,13,1383,786,32827,10617100
2020-05-10,Guam,,,,,,,,,,,,66,6,0,1120,165700
2020-05-10,Hawaii,,,,,,,,,,,,15,17,1,621,1415900
2020-05-10,Idaho,,,,,,,,,,,,16,67,2,2260,1787100
2020-05-10,Illinois,,,,,,,,,,,,17,3426,1654,77662,12672400
2020-05-10,Indiana,,,,,,,,,,,,18,1508,394,24633,6732700
2020-05-10,Iowa,,,,,,,,,,,,19,265,288,11959,3155100
2020-05-10,Kansas,,,,,,,,,,,,20,172,122,7045,2913000
2020-05-10,Kentucky,,,,,,,,,,,,21,312,17,6486,4467400
2020-05-10,Louisiana,,,,,,,,,,,,22,2286,183,31673,4649200
2020-05-10,Maine,,,,,,,,,,,,23,64,28,1436,1344100
2020-05-10,Maryland,,,,,,,,,,,,24,1644,1055,32693,6045800
2020-05-10,Massachusetts,,,,,,,,,,,,25,4979,1050,77793,6892900
2020-05-10,Michigan,,,,,,,,,,,,26,4551,381,47116,9985800
2020-05-10,Minnesota,,,,,,,,,,,,27,578,481,11270,5639900
2020-05-10,Mississippi,,,,,,,,,,,,28,430,123,9501,2975900
2020-05-10,Missouri,,,,,,,,,,,,29,502,169,9906,6137400
2020-05-10,Montana,,,,,,,,,,,,30,16,0,458,1068800
2020-05-10,Nebraska,,,,,,,,,,,,31,97,95,8328,1934500
2020-05-10,Nevada,,,,,,,,,,,,32,306,74,6120,3080400
2020-05-10,New Hampshire,,,,,,,,,,,,33,133,60,3071,1359700
2020-05-10,New Jersey,,,,,,,,,,,,34,9255,1447,138532,8881900
2020-05-10,New Mexico,,,,,,,,,,,,35,200,85,4863,2096600
2020-05-10,New York,,,,,,,,,,,,36,26798,2138,340657,19455200
2020-05-10,North Carolina,,,,,,,,,,,,37,561,396,14783,10487000
2020-05-10,North Dakota,,,,,,,,,,,,38,35,27,1491,762100
2020-05-10,Northern Mariana Islands,,,,,,,,,,,,69,2,0,16,56800
2020-05-10,Ohio,,,,,,,,,,,,39,1341,389,24086,11690100
2020-05-10,Oklahoma,,,,,,,,,,,,40,272,99,4589,3956500
2020-05-10,Oregon,,,,,,,,,,,,41,127,68,3228,4217500
