date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations_per_million,share_doses_used,fips,deaths,new_cases,total_cases,population
2021-03-12,Minnesota,1874674.0,2234040.0,1249489.0,11.79,33.24,664825.0,22.16,39.61,51082.0,7907.0,0.8390000000000001,27,6805,1102,495276,5639900
2021-03-12,Mississippi,824528.0,1218895.0,539704.0,10.04,27.7,298916.0,18.13,40.96,924.0,5470.0,0.6759999999999999,28,6883,763,299887,2975900
2021-03-12,Missouri,1759789.0,2383325.0,1110044.0,9.75,28.67,598136.0,18.09,38.83,35209.0,5948.0,0.738,29,8752,848,577371,6137400
2021-03-12,Montana,370463.0,465945.0,237009.0,12.77,34.66,136470.0,22.18,43.6,11017.0,7775.0,0.795,30,1393,122,101683,1068800
2021-03-12,Nebraska,653385.0,816830.0,421931.0,12.43,33.78,240487.0,21.81,42.23,23620.0,8727.0,0.8,31,2236,305,204722,1934500
2021-03-12,Nevada,930754.0,1166260.0,585867.0,10.66,30.22,328394.0,19.02,37.86,26250.0,7304.0,0.7979999999999999,32,5099,893,298706,3080400
2021-03-12,New Hampshire,431296.0,548625.0,315641.0,10.36,31.72,140893.0,23.21,40.35,12638.0,7649.0,0.7859999999999999,33,1195,310,78074,1359700
2021-03-12,New Jersey,2916801.0,3517135.0,2018387.0,11.57,32.84,1027702.0,22.72,39.6,81867.0,8262.0,0.8290000000000001,34,23854,4216,831141,8881900
2021-03-12,New Mexico,895586.0,1024955.0,581690.0,15.56,42.71,326268.0,27.74,48.88,27896.0,8831.0,0.8740000000000001,35,3851,264,187984,2096600
2021-03-12,New York,5999720.0,8007325.0,4010039.0,10.04,30.84,1954049.0,20.61,41.16,158813.0,8336.0,0.7490000000000001,36,48277,8444,1728900,19455200
2021-03-12,North Carolina,3165928.0,4132380.0,2014895.0,10.77,30.19,1129823.0,19.21,39.4,117823.0,6613.0,0.7659999999999999,37,11688,1965,889944,10487000
2021-03-12,North Dakota,297605.0,343200.0,186005.0,13.25,39.05,100996.0,24.41,45.04,11110.0,7934.0,0.867,38,1486,121,100987,762100
2021-03-12,Northern Mariana Islands,21638.0,44010.0,12628.0,15.82,38.04,8997.0,22.2,77.37,315.0,4360.0,0.49200000000000005,69,2,0,146,56800
2021-03-12,Ohio,3494036.0,4614085.0,2232778.0,11.01,29.89,1287051.0,19.1,39.47,102945.0,7039.0,0.757,39,17871,1806,986740,11690100
2021-03-12,Oklahoma,1398278.0,1975455.0,891158.0,12.46,35.34,493020.0,22.52,49.92,33364.0,6688.0,0.708,40,4701,422,431366,3956500
2021-03-12,Oregon,1271685.0,1634415.0,806341.0,10.94,30.15,461440.0,19.12,38.75,31885.0,5884.0,0.778,41,2328,481,159130,4217500
2021-03-12,Pennsylvania,3759104.0,5193895.0,2548224.0,9.46,29.36,1211482.0,19.9,40.57,21961.0,6577.0,0.7240000000000001,42,24576,3068,966620,12801800
2021-03-12,Puerto Rico,698082.0,1420220.0,440880.0,8.12,21.86,259324.0,13.8,44.47,22514.0,4561.0,0.49200000000000005,72,2073,356,136398,3193400
2021-03-12,Rhode Island,359501.0,437405.0,258664.0,9.85,33.94,104330.0,24.42,41.29,8522.0,7953.0,0.8220000000000001,44,2567,382,130766,1059300
2021-03-12,South Carolina,1493376.0,1894535.0,950186.0,10.59,29.0,545192.0,18.45,36.8,31704.0,7242.0,0.7879999999999999,45,8833,1488,530880,5148600
2021-03-12,South Dakota,349016.0,449235.0,226056.0,14.13,39.45,125023.0,25.55,50.78,9452.0,7207.0,0.777,46,1907,184,114347,884600
2021-03-12,Tennessee,1812050.0,2668520.0,1161962.0,9.13,26.53,623522.0,17.01,39.08,54617.0,5682.0,0.679,47,11536,1682,775589,6830000
2021-03-12,Texas,8005490.0,10885765.0,5100346.0,9.28,27.61,2691427.0,17.59,37.54,274826.0,6968.0,0.735,48,46391,5198,2718585,28997300
2021-03-12,Utah,945378.0,1140260.0,562291.0,7.94,29.49,254461.0,17.54,35.57,41620.0,6623.0,0.8290000000000001,49,2017,519,377550,3206300
2021-03-12,Vermont,217495.0,289750.0,139766.0,11.71,34.86,73038.0,22.4,46.44,5433.0,8680.0,0.7509999999999999,50,212,123,16623,623900
2021-03-12,Virgin Islands,26202.0,46500.0,17254.0,7.95,25.03,8320.0,16.48,44.42,841.0,5235.0,0.563,78,25,6,2773,104600
2021-03-12,Virginia,2753938.0,3221575.0,1776967.0,11.91,32.26,1016300.0,20.82,37.74,68539.0,6887.0,0.855,51,9961,1589,592214,8535700
2021-03-12,Washington,2441777.0,3106330.0,1555378.0,11.54,32.07,878520.0,20.43,40.79,60306.0,8269.0,0.7859999999999999,53,5183,758,351419,7614800
2021-03-12,West Virginia,651835.0,778825.0,397640.0,13.77,36.37,246830.0,22.19,43.46,25686.0,6167.0,0.8370000000000001,54,2511,346,134842,1792200
2021-03-12,Wisconsin,1944768.0,2215335.0,1240451.0,11.88,33.4,691938.0,21.3,38.05,62867.0,7067.0,0.878,55,7167,707,624508,5822500
2021-03-12,Wyoming,199232.0,270015.0,121792.0,12.97,34.42,75057.0,21.04,46.65,8662.0,8028.0,0.738,56,691,51,55208,578700
2021-03-13,Alabama,1288242.0,1918560.0,841394.0,10.05,26.27,492755.0,17.16,39.13,39037.0,5493.0,0.6709999999999999,1,10327,594,503305,4903600
2021-03-13,Alaska,324271.0,472395.0,197436.0,17.31,44.33,126647.0,26.99,64.57,5745.0,6961.0,0.6859999999999999,2,292,0,59871,731400
2021-03-13,Arizona,2484603.0,3024585.0,1562876.0,11.8,34.14,858909.0,21.47,41.55,66336.0,8653.0,0.821,4,16546,262,834206,7277900
2021-03-13,Arkansas,882630.0,1251620.0,579022.0,10.27,29.25,309784.0,19.19,41.47,46022.0,6556.0,0.705,5,5455,314,327839,3017400
2021-03-13,California,11881857.0,16376020.0,8025538.0,9.67,30.07,3819191.0,20.31,41.45,453823.0,5303.0,0.726,6,56373,3738,3621217,39513700
2021-03-13,Colorado,1878538.0,2345060.0,1199979.0,12.07,32.62,695032.0,20.84,40.72,61488.0,7402.0,0.8009999999999999,8,6118,1297,445139,5758500
2021-03-13,Connecticut,1411525.0,1659085.0,933227.0,13.92,39.59,496388.0,26.18,46.53,66175.0,10194.0,0.851,9,7765,0,291404,3565400
2021-03-13,Delaware,317790.0,422015.0,196931.0,11.85,32.64,115412.0,20.22,43.34,9808.0,7803.0,0.753,10,1504,245,90767,973800
2021-03-13,District of Columbia,256529.0,388865.0,115660.0,8.49,36.35,59917.0,16.39,55.1,6439.0,7266.0,0.66,11,1040,150,42432,705700
2021-03-13,Florida,7007792.0,9145275.0,4325176.0,11.17,32.63,2399551.0,20.14,42.58,394440.0,8776.0,0.7659999999999999,12,32224,5244,1973101,21479100
2021-03-13,Georgia,2681373.0,3980645.0,1608162.0,9.5,25.25,1008364.0,15.15,37.49,82941.0,5023.0,0.674,13,17666,1221,1008300,10617100
2021-03-13,Guam,65382.0,87860.0,36826.0,16.9,39.44,28020.0,22.22,53.0,1685.0,7673.0,0.7440000000000001,66,134,1,9005,165700
2021-03-13,Hawaii,517061.0,681200.0,322222.0,14.06,36.52,199012.0,22.76,48.11,13579.0,8346.0,0.759,15,447,62,28227,1415900
2021-03-13,Idaho,536191.0,671845.0,332271.0,11.19,30.0,199911.0,18.59,37.59,13686.0,6296.0,0.7979999999999999,16,1913,237,175333,1787100
2021-03-13,Illinois,4197357.0,5167015.0,2754782.0,11.54,33.12,1461858.0,21.74,40.78,272086.0,9654.0,0.812,17,23188,1593,1211440,12672400
2021-03-13,Indiana,2127154.0,2537330.0,1297780.0,12.44,31.6,837244.0,19.28,37.69,96848.0,6925.0,0.838,18,12846,834,675127,6732700
2021-03-13,Iowa,1114523.0,1288785.0,734296.0,12.92,35.32,407675.0,23.27,40.85,80227.0,11468.0,0.865,19,5634,362,342705,3155100
2021-03-13,Kansas,850639.0,1257325.0,586038.0,10.51,29.2,306140.0,20.12,43.16,3379.0,7000.0,0.677,20,4824,4,300702,2913000
2021-03-13,Kentucky,1492234.0,1798045.0,1020088.0,11.59,33.4,517761.0,22.83,40.25,91059.0,9039.0,0.83,21,5113,655,419195,4467400
2021-03-13,Louisiana,1464259.0,1890870.0,925322.0,11.63,31.5,540820.0,19.9,40.67,84261.0,8738.0,0.774,22,9861,0,438121,4649200
2021-03-13,Maine,477511.0,583690.0,321118.0,12.86,35.52,172875.0,23.89,43.42,981.0,8396.0,0.818,23,724,206,46856,1344100
2021-03-13,Maryland,1922161.0,2430150.0,1291426.0,11.99,31.79,725097.0,21.36,40.2,62717.0,7462.0,0.7909999999999999,24,8038,1101,392763,6045800
2021-03-13,Massachusetts,2561749.0,2891100.0,1717752.0,12.68,37.17,874031.0,24.92,41.95,118330.0,9942.0,0.8859999999999999,25,16614,1757,608728,6892900
2021-03-13,Michigan,3076878.0,3925470.0,2001598.0,11.17,30.81,1115924.0,20.04,39.31,93869.0,6287.0,0.784,26,16759,1927,668771,9985800
2021-03-13,Minnesota,2000813.0,2263220.0,1330070.0,12.68,35.48,715226.0,23.58,40.13,126139.0,9444.0,0.884,27,6809,1187,496463,5639900
2021-03-13,Mississippi,896984.0,1239205.0,589064.0,10.96,30.14,326150.0,19.79,41.64,72456.0,7688.0,0.7240000000000001,28,6896,690,300577,2975900
2021-03-13,Missouri,1867231.0,2415805.0,1186989.0,10.31,30.42,632916.0,19.34,39.36,107442.0,7334.0,0.773,29,8769,561,577932,6137400
2021-03-13,Montana,383241.0,481155.0,243698.0,13.42,35.86,143387.0,22.8,45.02,12778.0,7904.0,0.797,30,1393,118,101801,1068800
2021-03-13,Nebraska,666329.0,833730.0,428913.0,12.79,34.45,247438.0,22.17,43.1,12944.0,9615.0,0.799,31,2236,164,204886,1934500
2021-03-13,Nevada,958706.0,1169770.0,603756.0,11.04,31.13,339960.0,19.6,37.98,27952.0,7359.0,0.82,32,5119,436,299142,3080400
2021-03-13,New Hampshire,450103.0,565165.0,327787.0,11.08,33.1,150592.0,24.11,41.57,18807.0,8300.0,0.7959999999999999,33,1199,245,78319,1359700
2021-03-13,New Jersey,3011319.0,3577765.0,2090835.0,11.98,33.9,1063758.0,23.54,40.28,94518.0,8566.0,0.8420000000000001,34,23888,3867,835008,8881900
2021-03-13,New Mexico,913253.0,1035005.0,591927.0,15.96,43.55,334582.0,28.23,49.36,17667.0,7640.0,0.882,35,3852,183,188167,2096600
2021-03-13,New York,6295058.0,8237955.0,4226184.0,10.53,32.36,2048700.0,21.72,42.35,295338.0,9200.0,0.764,36,48370,6033,1734933,19455200
2021-03-13,North Carolina,3391675.0,4267910.0,2181724.0,11.5,32.34,1206651.0,20.8,40.69,225747.0,8593.0,0.795,37,11716,813,890757,10487000
2021-03-13,North Dakota,308699.0,344370.0,192137.0,14.02,40.51,106812.0,25.21,45.19,11094.0,8355.0,0.8959999999999999,38,1488,95,101082,762100
2021-03-13,Northern Mariana Islands,22034.0,44010.0,12858.0,16.1,38.74,9160.0,22.6,77.37,396.0,4325.0,0.501,69,2,1,147,56800
2021-03-13,Ohio,3624261.0,4748935.0,2319341.0,11.49,31.01,1342826.0,19.84,40.63,130225.0,7297.0,0.763,39,17871,1558,988298,11690100
2021-03-13,Oklahoma,1435464.0,1981405.0,920680.0,12.7,36.28,502588.0,23.27,50.07,37186.0,6835.0,0.7240000000000001,40,4701,625,431991,3956500
2021-03-13,Oregon,1334042.0,1642605.0,847034.0,11.53,31.63,486303.0,20.08,38.95,62357.0,6645.0,0.812,41,2329,297,159427,4217500
2021-03-13,Pennsylvania,4093668.0,5446125.0,2751412.0,10.48,31.98,1341625.0,21.49,42.54,334564.0,8870.0,0.752,42,24576,2475,969095,12801800
2021-03-13,Puerto Rico,748875.0,1439770.0,473335.0,8.76,23.45,279724.0,14.82,45.08,50793.0,6142.0,0.52,72,2077,160,136558,3193400
2021-03-13,Rhode Island,367414.0,463415.0,263449.0,10.22,34.68,108252.0,24.87,43.74,7913.0,7705.0,0.7929999999999999,44,2567,0,130766,1059300
2021-03-13,South Carolina,1583500.0,1935035.0,1017396.0,11.16,30.76,574452.0,19.76,37.58,90124.0,8294.0,0.818,45,8870,1669,532549,5148600
2021-03-13,South Dakota,360667.0,457035.0,232966.0,14.73,40.77,130331.0,26.33,51.66,11651.0,7442.0,0.789,46,1909,146,114493,884600
2021-03-13,Tennessee,1865861.0,2718400.0,1201964.0,9.37,27.32,639623.0,17.6,39.81,53811.0,5964.0,0.6859999999999999,47,11536,129,775718,6830000
2021-03-13,Texas,8261238.0,10967665.0,5293079.0,9.58,28.49,2776633.0,18.25,37.82,255748.0,7055.0,0.753,48,46532,2846,2721431,28997300
2021-03-13,Utah,977728.0,1144940.0,587893.0,8.15,30.5,261200.0,18.34,35.71,32350.0,6474.0,0.8540000000000001,49,2021,491,378041,3206300
2021-03-13,Vermont,231610.0,292890.0,149120.0,12.46,37.12,77757.0,23.9,46.94,14115.0,10826.0,0.7909999999999999,50,214,75,16698,623900
2021-03-13,Virgin Islands,27189.0,46500.0,17902.0,8.18,25.97,8559.0,17.1,44.42,987.0,5694.0,0.585,78,25,0,2773,104600
2021-03-13,Virginia,2827745.0,3291575.0,1827363.0,12.27,33.13,1047507.0,21.41,38.56,73807.0,7282.0,0.8590000000000001,51,9985,1348,593562,8535700
2021-03-13,Washington,2501778.0,3132270.0,1597377.0,11.84,32.85,901869.0,20.98,41.13,60001.0,8073.0,0.799,53,5183,697,352116,7614800
2021-03-13,West Virginia,679347.0,823965.0,414266.0,14.41,37.91,258175.0,23.12,45.98,27512.0,6794.0,0.8240000000000001,54,2519,307,135149,1792200
2021-03-13,Wisconsin,2071836.0,2233235.0,1323842.0,12.66,35.58,737344.0,22.74,38.36,127068.0,8599.0,0.9279999999999999,55,7180,537,625045,5822500
2021-03-13,Wyoming,206091.0,270015.0,125878.0,13.48,35.61,78002.0,21.75,46.65,6859.0,7058.0,0.763,56,691,0,55208,578700
2021-03-14,Alabama,1298612.0,1918560.0,849337.0,10.15,26.49,497653.0,17.32,39.13,10370.0,5492.0,0.677,1,10327,368,503673,4903600
2021-03-14,Alaska,333357.0,472395.0,202410.0,17.89,45.57,130857.0,27.67,64.57,9086.0,7481.0,0.706,2,292,0,59871,731400
2021-03-14,Arizona,2557630.0,3024585.0,1602626.0,12.25,35.14,891501.0,22.02,41.55,73027.0,7753.0,0.846,4,16553,649,834855,7277900
2021-03-14,Arkansas,882630.0,1251620.0,579157.0,10.27,29.25,309827.0,19.19,41.47,0.0,5556.0,0.705,5,5474,130,327969,3017400
2021-03-14,California,11883375.0,16376020.0,8027407.0,9.67,30.08,3819878.0,20.32,41.45,1518.0,4514.0,0.726,6,56523,2248,3623465,39513700
2021-03-14,Colorado,1878639.0,2345060.0,1200280.0,12.07,32.62,695186.0,20.84,40.72,101.0,6255.0,0.8009999999999999,8,6118,814,445953,5758500
2021-03-14,Connecticut,1411532.0,1659085.0,933367.0,13.92,39.59,496443.0,26.18,46.53,7.0,8651.0,0.851,9,7765,0,291404,3565400
2021-03-14,Delaware,317790.0,422015.0,197168.0,11.87,32.64,115574.0,20.25,43.34,0.0,6209.0,0.753,10,1507,225,90992,973800
2021-03-14,District of Columbia,264499.0,388865.0,120982.0,8.78,37.48,61934.0,17.14,55.1,7970.0,7819.0,0.68,11,1041,79,42511,705700
2021-03-14,Florida,7108286.0,9145275.0,4387617.0,11.39,33.1,2445584.0,20.43,42.58,100494.0,8034.0,0.777,12,32254,3699,1976800,21479100
2021-03-14,Georgia,2754347.0,3981815.0,1662522.0,9.74,25.94,1033760.0,15.66,37.5,72974.0,5217.0,0.6920000000000001,13,17665,802,1009102,10617100
2021-03-14,Guam,66513.0,87860.0,36978.0,17.49,40.12,29000.0,22.31,53.0,1131.0,8645.0,0.757,66,134,0,9005,165700
2021-03-14,Hawaii,528035.0,681200.0,329359.0,14.34,37.29,202968.0,23.26,48.11,10974.0,9283.0,0.775,15,448,50,28277,1415900
2021-03-14,Idaho,550174.0,671845.0,340495.0,11.56,30.79,206561.0,19.05,37.59,13983.0,6325.0,0.8190000000000001,16,1913,0,175333,1787100
2021-03-14,Illinois,4197470.0,5167015.0,2755219.0,11.54,33.12,1462024.0,21.74,40.78,113.0,8160.0,0.812,17,23206,1455,1212895,12672400
2021-03-14,Indiana,2127229.0,2537330.0,1297939.0,12.44,31.6,837398.0,19.28,37.69,75.0,5996.0,0.838,18,12856,695,675822,6732700
2021-03-14,Iowa,1114556.0,1288785.0,734394.0,12.92,35.33,407760.0,23.28,40.85,33.0,9422.0,0.865,19,5642,181,342886,3155100
2021-03-14,Kansas,900500.0,1257325.0,618089.0,11.1,30.91,323386.0,21.22,43.16,49861.0,8148.0,0.716,20,4824,0,300702,2913000
2021-03-14,Kentucky,1496894.0,1798045.0,1022830.0,11.64,33.51,520049.0,22.89,40.25,4660.0,7762.0,0.833,21,5123,383,419578,4467400
2021-03-14,Louisiana,1464377.0,1890870.0,925437.0,11.63,31.5,540865.0,19.91,40.67,118.0,8710.0,0.774,22,9884,911,439032,4649200
2021-03-14,Maine,510397.0,583690.0,343171.0,13.8,37.97,185511.0,25.53,43.42,32886.0,11782.0,0.8740000000000001,23,724,169,47025,1344100
2021-03-14,Maryland,1961982.0,2430150.0,1316888.0,12.25,32.45,740659.0,21.78,40.2,39821.0,7476.0,0.807,24,8048,860,393623,6045800
2021-03-14,Massachusetts,2561749.0,2891100.0,1718071.0,12.68,37.17,874199.0,24.93,41.95,0.0,8568.0,0.8859999999999999,25,16645,1692,610420,6892900
2021-03-14,Michigan,3166094.0,3925470.0,2053751.0,11.58,31.7,1156819.0,20.56,39.31,89216.0,6426.0,0.807,26,16759,88,668859,9985800
2021-03-14,Minnesota,2000939.0,2263220.0,1330645.0,12.69,35.48,715550.0,23.59,40.13,126.0,8093.0,0.884,27,6814,997,497460,5639900
2021-03-14,Mississippi,896984.0,1239205.0,589211.0,10.96,30.14,326212.0,19.8,41.64,0.0,6350.0,0.7240000000000001,28,6901,203,300780,2975900
2021-03-14,Missouri,1867231.0,2415805.0,1188641.0,10.32,30.42,633641.0,19.37,39.36,0.0,6217.0,0.773,29,8770,342,578274,6137400
2021-03-14,Montana,395770.0,481155.0,251203.0,13.92,37.03,148811.0,23.5,45.02,12529.0,7855.0,0.823,30,1393,34,101835,1068800
2021-03-14,Nebraska,666417.0,833730.0,429096.0,12.79,34.45,247494.0,22.18,43.1,88.0,8150.0,0.799,31,2236,163,205049,1934500
2021-03-14,Nevada,989342.0,1169770.0,622883.0,11.45,32.12,352638.0,20.22,37.98,30636.0,7425.0,0.846,32,5119,176,299318,3080400
2021-03-14,New Hampshire,460696.0,565165.0,333706.0,11.45,33.88,155650.0,24.54,41.57,10593.0,8258.0,0.815,33,1199,296,78615,1359700
2021-03-14,New Jersey,3065373.0,3577765.0,2126722.0,12.22,34.51,1084991.0,23.94,40.28,54054.0,8541.0,0.857,34,23903,3310,838318,8881900
2021-03-14,New Mexico,942171.0,1035005.0,608238.0,16.61,44.93,348248.0,29.01,49.36,28918.0,8730.0,0.91,35,3854,144,188311,2096600
2021-03-14,New York,6295058.0,8237955.0,4226938.0,10.53,32.36,2049086.0,21.73,42.35,0.0,7765.0,0.764,36,48475,6687,1741620,19455200
2021-03-14,North Carolina,3414474.0,4267910.0,2193331.0,11.63,32.56,1219606.0,20.91,40.69,22799.0,7952.0,0.8,37,11719,0,890757,10487000
2021-03-14,North Dakota,317029.0,344170.0,197376.0,14.45,41.6,110128.0,25.9,45.16,8330.0,8306.0,0.9209999999999999,38,1488,34,101116,762100
2021-03-14,Northern Mariana Islands,22134.0,44010.0,12956.0,16.11,38.91,9162.0,22.78,77.37,100.0,4360.0,0.503,69,2,7,154,56800
2021-03-14,Ohio,3732147.0,4748935.0,2388057.0,11.87,31.93,1387721.0,20.43,40.63,107886.0,7343.0,0.7859999999999999,39,17871,893,989191,11690100
2021-03-14,Oklahoma,1465197.0,1981405.0,942162.0,12.96,37.03,513020.0,23.81,50.07,29733.0,6743.0,0.7390000000000001,40,4701,492,432483,3956500
2021-03-14,Oregon,1366471.0,1642605.0,870504.0,11.81,32.4,498278.0,20.64,38.95,32429.0,6558.0,0.8320000000000001,41,2329,190,159617,4217500
2021-03-14,Pennsylvania,4191298.0,5446125.0,2812196.0,10.77,32.74,1378528.0,21.97,42.54,97630.0,9731.0,0.77,42,24576,1819,970914,12801800
2021-03-14,Puerto Rico,748875.0,1439970.0,473423.0,8.76,23.45,279836.0,14.82,45.09,0.0,5389.0,0.52,72,2077,235,136793,3193400
2021-03-14,Rhode Island,374193.0,463415.0,267498.0,10.5,35.32,111247.0,25.25,43.74,6779.0,7393.0,0.807,44,2567,0,130766,1059300
2021-03-14,South Carolina,1583500.0,1935035.0,1017665.0,11.16,30.76,574646.0,19.77,37.58,0.0,6553.0,0.818,45,8875,872,533421,5148600
2021-03-14,South Dakota,373065.0,457035.0,241971.0,15.22,42.17,134683.0,27.35,51.66,12398.0,8091.0,0.816,46,1912,130,114623,884600
2021-03-14,Tennessee,1921346.0,2718400.0,1238369.0,9.66,28.13,659519.0,18.13,39.81,55485.0,5998.0,0.7070000000000001,47,11536,55,775773,6830000
2021-03-14,Texas,8421946.0,10967665.0,5417558.0,9.75,29.05,2827711.0,18.68,37.82,160708.0,7310.0,0.768,48,46588,2712,2724143,28997300
2021-03-14,Utah,1007495.0,1144940.0,611477.0,8.29,31.43,265873.0,19.07,35.71,29767.0,7768.0,0.88,49,2027,396,378437,3206300
2021-03-14,Vermont,231610.0,292890.0,149158.0,12.46,37.12,77769.0,23.9,46.94,0.0,9176.0,0.7909999999999999,50,214,192,16890,623900
2021-03-14,Virgin Islands,27210.0,46500.0,17923.0,8.18,25.99,8559.0,17.12,44.42,21.0,5703.0,0.585,78,25,0,2773,104600
2021-03-14,Virginia,2892286.0,3291575.0,1872241.0,12.5,33.89,1066807.0,21.93,38.56,64541.0,7471.0,0.879,51,10019,1173,594735,8535700
2021-03-14,Washington,2562529.0,3132270.0,1638176.0,12.17,33.65,926711.0,21.51,41.13,60751.0,7853.0,0.818,53,5183,109,352225,7614800
2021-03-14,West Virginia,684336.0,823965.0,417836.0,14.51,38.19,259988.0,23.31,45.98,4989.0,6608.0,0.831,54,2530,319,135468,1792200
2021-03-14,Wisconsin,2072866.0,2233235.0,1324859.0,12.67,35.6,737620.0,22.75,38.36,1030.0,7429.0,0.9279999999999999,55,7178,511,625556,5822500
2021-03-14,Wyoming,211910.0,270015.0,129196.0,13.92,36.61,80582.0,22.32,46.65,5819.0,8361.0,0.785,56,691,0,55208,578700
2021-03-15,Alabama,1306419.0,1918560.0,854302.0,10.22,26.64,501344.0,17.42,39.13,7807.0,5528.0,0.6809999999999999,1,10329,4556,508229,4903600
2021-03-15,Alaska,337141.0,472395.0,205256.0,18.12,46.09,132532.0,28.06,64.57,3784.0,7615.0,0.7140000000000001,2,292,378,60249,731400
2021-03-15,Arizona,2605621.0,3024585.0,1629972.0,12.55,35.8,913522.0,22.39,41.55,47991.0,7662.0,0.861,4,16553,648,835503,7277900
2021-03-15,Arkansas,892588.0,1251620.0,586266.0,10.38,29.58,313372.0,19.43,41.47,9958.0,5644.0,0.713,5,5481,117,328086,3017400
2021-03-15,California,12306608.0,16376020.0,8287692.0,10.13,31.15,4002159.0,20.98,41.45,423233.0,5427.0,0.752,6,56630,2962,3626427,39513700
2021-03-15,Colorado,1933717.0,2345060.0,1232096.0,12.51,33.58,720482.0,21.4,40.72,55078.0,7597.0,0.825,8,6121,874,446827,5758500
2021-03-15,Connecticut,1442439.0,1659085.0,952509.0,14.3,40.46,509812.0,26.72,46.53,30907.0,8558.0,0.8690000000000001,9,7788,2525,293929,3565400
2021-03-15,Delaware,333896.0,422015.0,208306.0,12.4,34.29,120782.0,21.39,43.34,16106.0,7808.0,0.7909999999999999,10,1511,233,91225,973800
2021-03-15,District of Columbia,271191.0,388865.0,126422.0,9.28,38.43,65479.0,17.91,55.1,6692.0,8316.0,0.6970000000000001,11,1042,112,42623,705700
2021-03-15,Florida,7116355.0,9145275.0,4388959.0,11.42,33.13,2451940.0,20.43,42.58,8069.0,8058.0,0.778,12,32347,2826,1979626,21479100
2021-03-15,Georgia,2790084.0,3981815.0,1689912.0,9.84,26.28,1044640.0,15.92,37.5,35737.0,5356.0,0.701,13,17710,957,1010059,10617100
2021-03-15,Guam,66607.0,87860.0,36979.0,17.54,40.18,29082.0,22.31,53.0,94.0,8633.0,0.758,66,135,5,9010,165700
2021-03-15,Hawaii,538235.0,681200.0,333759.0,14.69,38.01,208017.0,23.57,48.11,10200.0,8601.0,0.79,15,448,44,28321,1415900
2021-03-15,Idaho,559659.0,671845.0,345005.0,11.87,31.32,212093.0,19.31,37.59,9485.0,6186.0,0.833,16,1918,469,175802,1787100
2021-03-15,Illinois,4297923.0,5167015.0,2812496.0,11.9,33.92,1508375.0,22.19,40.78,100453.0,8186.0,0.8320000000000001,17,23216,868,1213763,12672400
2021-03-15,Indiana,2160312.0,2537330.0,1318159.0,12.69,32.09,854647.0,19.58,37.69,33083.0,5956.0,0.851,18,12864,413,676235,6732700
2021-03-15,Iowa,1145079.0,1288785.0,751143.0,13.42,36.29,423373.0,23.81,40.85,30523.0,9283.0,0.888,19,5643,417,343303,3155100
2021-03-15,Kansas,909577.0,1257325.0,623934.0,11.3,31.22,329299.0,21.42,43.16,9077.0,8171.0,0.723,20,4835,432,301134,2913000
2021-03-15,Kentucky,1532494.0,1798045.0,1044344.0,11.98,34.3,535241.0,23.38,40.25,35600.0,7950.0,0.852,21,5147,432,420010,4467400
2021-03-15,Louisiana,1484459.0,1890870.0,937967.0,11.83,31.93,550112.0,20.18,40.67,20082.0,6348.0,0.785,22,9903,172,439204,4649200
2021-03-15,Maine,523269.0,583690.0,351485.0,14.17,38.93,190539.0,26.15,43.42,12872.0,10184.0,0.8959999999999999,23,725,174,47199,1344100
2021-03-15,Maryland,1991188.0,2430150.0,1335141.0,12.45,32.94,752735.0,22.08,40.2,29206.0,7548.0,0.8190000000000001,24,8055,617,394240,6045800
2021-03-15,Massachusetts,2620671.0,2891100.0,1751693.0,13.13,38.02,904685.0,25.41,41.95,58922.0,8738.0,0.9059999999999999,25,16673,1156,611576,6892900
2021-03-15,Michigan,3170085.0,3925470.0,2056704.0,11.62,31.74,1160803.0,20.59,39.31,3991.0,5786.0,0.8079999999999999,26,16770,3828,672687,9985800
2021-03-15,Minnesota,2037382.0,2263220.0,1353203.0,13.03,36.13,734565.0,23.99,40.13,36443.0,7896.0,0.9,27,6815,826,498286,5639900
2021-03-15,Mississippi,904066.0,1239205.0,593525.0,11.06,30.38,329254.0,19.94,41.64,7082.0,6134.0,0.73,28,6903,101,300881,2975900
2021-03-15,Missouri,1897083.0,2415805.0,1205497.0,10.55,30.91,647356.0,19.64,39.36,29852.0,6127.0,0.785,29,8771,285,578559,6137400
2021-03-15,Montana,398858.0,481155.0,252446.0,14.12,37.32,150873.0,23.62,45.02,3088.0,7659.0,0.8290000000000001,30,1394,220,102055,1068800
2021-03-15,Nebraska,684831.0,833730.0,444391.0,12.99,35.4,251322.0,22.97,43.1,18414.0,8228.0,0.821,31,2236,391,205440,1934500
2021-03-15,Nevada,1013805.0,1169770.0,640086.0,11.7,32.91,360316.0,20.78,37.98,24463.0,7324.0,0.867,32,5121,199,299517,3080400
2021-03-15,New Hampshire,465226.0,565165.0,336445.0,11.63,34.22,158168.0,24.74,41.57,4530.0,8378.0,0.823,33,1199,198,78813,1359700
2021-03-15,New Jersey,3112960.0,3577765.0,2158901.0,12.44,35.05,1104854.0,24.31,40.28,47587.0,8703.0,0.87,34,23925,2822,841140,8881900
